timestamp,soil_moisture,temperature,humidity,soil_pH,light_intensity
2026-05-20 09:19:47,67,33,61,7.19,581
2026-05-20 09:19:52,74,30,40,5.99,290
2026-05-20 09:19:57,43,24,62,6.08,512
2026-05-20 09:20:02,73,39,67,6.89,728
2026-05-20 09:20:07,20,37,43,6.46,630
2026-05-20 09:20:12,30,28,41,5.93,307
2026-05-20 09:20:17,80,25,40,7.4,341
2026-05-20 09:20:22,43,40,80,6.3,740
2026-05-20 09:20:27,41,39,73,6.51,879
2026-05-20 09:20:32,76,24,62,6.94,722
2026-05-20 09:20:37,67,39,86,6.38,931
2026-05-20 09:20:42,57,40,77,7.15,842
2026-05-20 09:20:47,40,40,54,7.02,613
2026-05-20 09:20:52,39,35,87,7.24,530
2026-05-20 09:20:57,67,32,87,5.77,368
2026-05-20 09:21:02,41,39,70,6.72,984
2026-05-20 09:21:07,29,30,47,7.16,253
2026-05-20 09:21:12,69,34,66,5.55,595
2026-05-20 09:21:18,26,34,46,6.54,560
2026-05-20 09:21:23,58,39,87,6.97,624
2026-05-20 09:21:28,67,30,61,6.56,360
2026-05-20 09:21:33,26,31,55,5.79,564
2026-05-20 09:21:38,51,35,55,6.75,506
2026-05-20 09:21:43,77,39,47,5.96,206
2026-05-20 09:21:48,71,20,59,7.18,596
2026-05-20 09:21:53,39,22,53,6.1,726
2026-05-20 09:21:58,45,33,49,6.52,840
2026-05-20 09:22:03,25,25,46,7.14,737
2026-05-20 09:22:08,27,25,67,7.0,789
2026-05-20 09:22:13,75,34,90,7.28,343
2026-05-20 09:22:18,61,36,40,7.16,535
2026-05-20 09:22:23,28,33,60,6.12,728
2026-05-20 09:22:28,42,35,89,6.81,434
2026-05-20 09:22:33,20,23,66,7.09,502
2026-05-20 09:22:38,30,40,48,6.49,828
2026-05-20 09:22:43,30,35,48,6.87,477
2026-05-20 09:22:48,78,20,77,6.06,505
2026-05-20 09:22:53,53,28,68,5.58,267
2026-05-20 09:22:58,44,27,82,6.8,879
2026-05-20 09:23:03,30,33,87,6.97,294
2026-05-20 09:23:08,80,37,45,6.68,994
2026-05-20 09:23:13,63,35,78,6.38,487
2026-05-20 09:23:18,64,20,78,7.06,750
2026-05-20 09:23:23,77,30,57,6.52,622
2026-05-20 09:23:28,59,35,83,6.16,578
2026-05-20 09:23:33,55,32,69,6.94,942
2026-05-20 09:23:38,27,34,86,6.58,933
2026-05-20 09:23:43,28,28,64,5.52,811
2026-05-20 09:23:48,57,38,78,5.79,670
2026-05-20 09:23:53,59,24,50,7.06,513
2026-05-20 09:23:58,77,23,65,6.21,225
2026-05-20 09:24:03,21,25,85,6.78,987
2026-05-20 09:24:08,35,33,83,5.85,389
2026-05-20 09:24:13,80,22,79,5.95,632
2026-05-20 09:24:18,42,33,41,5.6,391
2026-05-20 09:24:23,69,34,49,5.52,716
2026-05-20 09:24:28,25,37,57,6.64,395
2026-05-20 09:24:33,68,36,74,7.09,220
2026-05-20 09:24:38,22,37,50,7.28,959
2026-05-20 09:24:43,71,31,59,5.69,607
2026-05-20 09:24:48,24,25,47,5.78,650
2026-05-20 09:24:53,67,38,43,7.41,473
2026-05-20 09:24:58,29,27,52,6.4,752
2026-05-20 09:25:03,62,31,51,5.82,210
2026-05-20 09:25:08,42,24,72,6.83,765
2026-05-20 09:25:13,30,27,61,6.76,479
2026-05-20 09:25:18,61,34,43,6.58,807
2026-05-20 09:25:23,56,28,41,6.58,747
2026-05-20 09:25:28,29,28,58,6.09,854
2026-05-20 09:25:33,24,25,83,6.31,953
2026-05-20 09:25:38,49,39,78,7.39,847
2026-05-20 09:25:43,71,38,60,7.48,564
2026-05-20 09:25:48,21,28,85,7.14,996
2026-05-20 09:25:53,44,39,58,7.18,820
2026-05-20 09:25:58,27,31,45,6.07,908
2026-05-20 09:26:03,25,22,44,6.11,706
2026-05-20 09:26:08,38,36,78,6.31,793
2026-05-20 09:26:13,61,32,74,6.3,747
2026-05-20 09:26:18,80,37,89,5.97,509
2026-05-20 09:26:23,28,35,44,7.48,788
2026-05-20 09:26:28,23,28,53,6.85,383
2026-05-20 09:26:33,76,28,67,6.72,565
2026-05-20 09:26:38,26,23,54,6.51,377
2026-05-20 09:26:43,74,27,43,7.03,470
2026-05-20 09:26:48,78,25,51,6.6,323
2026-05-20 09:26:53,29,25,45,5.57,237
2026-05-20 09:26:58,21,23,60,7.3,457
2026-05-20 09:27:03,20,30,54,7.3,538
2026-05-20 09:27:08,59,20,44,6.98,402
2026-05-20 09:27:13,35,28,45,7.31,970
2026-05-20 09:27:18,39,21,73,6.13,259
2026-05-20 09:27:23,63,33,81,6.21,863
2026-05-20 09:27:28,22,25,84,6.32,479
2026-05-20 09:27:33,27,21,68,6.45,594
2026-05-20 09:27:38,36,26,64,6.19,861
2026-05-20 09:27:43,27,38,82,5.97,462
2026-05-20 09:27:48,71,34,84,5.7,542
2026-05-20 09:27:53,74,39,84,6.42,511
2026-05-20 09:27:58,75,20,69,7.09,812
2026-05-20 09:28:03,51,20,63,6.47,202
2026-05-20 09:28:08,75,33,44,5.76,922
2026-05-20 09:28:13,22,25,40,6.84,961
2026-05-20 09:28:18,26,37,45,5.98,635
2026-05-20 09:28:23,69,22,71,6.46,412
2026-05-20 09:28:28,22,30,66,5.53,925
2026-05-20 09:28:33,69,32,87,7.0,670
2026-05-20 09:28:38,20,27,49,6.3,518
2026-05-20 09:28:43,28,32,70,6.26,928
2026-05-20 09:28:48,80,40,57,7.03,543
2026-05-20 09:28:53,48,27,61,6.57,994
2026-05-20 09:28:58,68,37,90,6.73,618
2026-05-20 09:29:03,51,39,61,6.04,481
2026-05-20 09:29:08,66,36,79,6.72,960
2026-05-20 09:29:13,65,34,72,6.21,380
2026-05-20 09:29:18,27,20,72,7.25,566
2026-05-20 09:29:23,76,40,61,6.52,717
2026-05-20 09:29:28,48,28,41,5.72,940
2026-05-20 09:29:33,24,35,73,6.83,950
2026-05-20 09:29:38,27,23,75,5.94,798
2026-05-20 09:29:43,27,39,74,6.27,623
2026-05-20 09:29:48,71,30,52,7.25,428
2026-05-20 09:29:54,78,21,50,6.86,981
2026-05-20 09:29:59,57,39,60,6.04,599
2026-05-20 09:30:04,42,24,40,5.53,827
2026-05-20 09:30:09,65,39,73,5.92,203
2026-05-20 09:30:14,36,20,45,7.2,933
2026-05-20 09:30:19,25,31,87,7.36,701
2026-05-20 09:30:24,75,37,62,7.26,502
2026-05-20 09:30:29,34,35,45,6.41,949
2026-05-20 09:30:34,76,29,86,5.56,998
2026-05-20 09:30:39,22,25,62,6.1,325
2026-05-20 09:30:44,20,22,52,6.23,982
2026-05-20 09:30:49,74,40,54,6.17,584
2026-05-20 09:30:54,30,22,79,6.38,777
2026-05-20 09:30:59,77,35,63,7.12,767
2026-05-20 09:31:04,38,27,46,6.57,778
2026-05-20 09:31:09,61,24,55,5.94,758
2026-05-20 09:31:14,63,26,41,7.4,323
2026-05-20 09:31:19,31,24,66,7.49,730
2026-05-20 09:31:24,43,22,41,7.16,412
2026-05-20 09:31:29,27,23,46,7.2,311
2026-05-20 09:31:34,30,39,59,7.4,376
2026-05-20 09:31:39,25,32,60,5.87,924
2026-05-20 09:31:44,57,40,40,6.04,938
2026-05-20 09:31:49,80,22,50,6.41,832
2026-05-20 09:31:54,64,23,67,6.18,929
2026-05-20 09:31:59,77,37,77,7.11,614
2026-05-20 09:32:04,20,22,43,7.41,481
2026-05-20 09:32:09,22,28,72,7.25,748
2026-05-20 09:32:14,26,30,51,6.93,979
2026-05-20 09:32:19,70,28,55,5.64,594
2026-05-20 09:32:24,27,35,45,6.13,396
2026-05-20 09:32:29,23,27,68,6.9,582
2026-05-20 09:32:34,62,20,74,6.83,408
2026-05-20 09:32:39,74,40,51,7.17,886
2026-05-20 09:32:44,63,25,67,6.54,524
2026-05-20 09:32:49,59,22,56,5.55,412
2026-05-20 09:32:54,54,20,51,6.31,685
2026-05-20 09:32:59,48,33,55,5.67,812
2026-05-20 09:33:04,29,27,76,5.98,999
2026-05-20 09:33:09,72,23,57,5.71,600
2026-05-20 09:33:14,26,27,88,7.27,348
2026-05-20 09:33:19,36,27,67,7.16,491
2026-05-20 09:33:24,57,30,74,6.08,638
2026-05-20 09:33:29,26,37,79,6.49,945
2026-05-20 09:33:34,27,26,88,6.65,719
2026-05-20 09:33:39,36,32,60,7.44,534
2026-05-20 09:33:44,79,30,71,5.53,944
2026-05-20 09:33:49,24,29,84,5.78,525
2026-05-20 09:33:54,55,28,58,5.67,902
2026-05-20 09:33:59,45,25,44,7.44,346
2026-05-20 09:34:04,31,39,85,6.69,245
2026-05-20 09:34:09,22,27,42,5.69,979
2026-05-20 09:34:14,24,33,85,6.21,782
2026-05-20 09:34:19,61,30,80,6.97,855
2026-05-20 09:34:24,60,37,63,7.0,763
2026-05-20 09:34:29,36,34,65,5.87,847
2026-05-20 09:34:34,24,30,55,7.38,870
2026-05-20 09:34:39,63,34,79,7.18,577
2026-05-20 09:34:44,49,29,61,6.09,543
2026-05-20 09:34:49,48,23,60,5.69,792
2026-05-20 09:34:54,28,35,41,7.49,455
2026-05-20 09:34:59,71,20,83,5.69,303
2026-05-20 09:35:04,51,39,85,5.81,201
2026-05-20 09:35:09,25,22,48,6.6,404
2026-05-20 09:35:14,50,36,42,6.52,839
2026-05-20 09:35:19,41,22,69,6.45,695
2026-05-20 09:35:24,66,25,41,7.08,286
2026-05-20 09:35:29,60,29,71,6.99,572
2026-05-20 09:35:34,80,29,46,5.68,212
2026-05-20 09:35:39,21,40,55,5.97,646
2026-05-20 09:35:44,25,22,52,5.54,361
2026-05-20 09:35:49,22,32,41,5.52,828
2026-05-20 09:35:54,24,29,56,7.44,925
2026-05-20 09:35:59,69,30,90,6.48,866
2026-05-20 09:36:04,22,30,57,5.66,950
2026-05-20 09:36:09,27,37,42,6.26,959
2026-05-20 09:36:14,58,20,53,6.17,701
2026-05-20 09:36:19,53,38,62,6.65,703
2026-05-20 09:36:24,20,30,54,6.57,995
2026-05-20 09:36:29,59,38,66,6.9,368
2026-05-20 09:36:34,71,34,89,6.13,861
2026-05-20 09:36:39,48,39,84,6.12,834
2026-05-20 09:36:44,76,26,55,6.7,459
2026-05-20 09:36:49,51,25,56,6.97,668
2026-05-20 09:36:54,79,37,89,6.21,362
2026-05-20 09:36:59,22,32,51,6.84,218
2026-05-20 09:37:04,42,28,76,6.76,343
2026-05-20 09:37:09,75,33,84,6.74,597
2026-05-20 09:37:14,27,37,73,7.13,564
2026-05-20 09:37:19,42,27,68,6.14,419
2026-05-20 09:37:24,42,37,79,6.22,807
2026-05-20 09:37:29,38,33,81,7.41,882
2026-05-20 09:37:34,63,27,54,7.13,244
2026-05-20 09:37:39,25,35,64,6.82,844
2026-05-20 09:37:44,38,32,60,6.88,804
2026-05-20 09:37:49,25,38,75,6.96,804
2026-05-20 09:37:54,49,20,52,6.7,666
2026-05-20 09:37:59,22,39,55,5.93,967
2026-05-20 09:38:04,59,35,77,7.17,938
2026-05-20 09:38:09,27,28,42,6.4,557
2026-05-20 09:38:14,38,28,81,7.16,559
2026-05-20 09:38:19,75,25,56,5.73,871
2026-05-20 09:38:24,64,30,77,7.05,389
2026-05-20 09:38:29,24,37,51,7.42,625
2026-05-20 09:38:34,41,40,73,6.07,991
2026-05-20 09:38:39,74,24,57,5.89,375
2026-05-20 09:38:44,23,30,90,5.51,934
2026-05-20 09:38:50,43,35,41,6.71,471
2026-05-20 09:38:55,77,21,43,7.03,878
2026-05-20 09:39:00,43,35,64,7.1,986
2026-05-20 09:39:05,22,29,41,5.73,963
2026-05-20 09:39:10,27,24,55,6.92,747
2026-05-20 09:39:15,69,22,72,6.7,637
2026-05-20 09:39:20,25,28,43,5.54,751
2026-05-20 09:39:25,23,39,78,5.75,638
2026-05-20 09:39:30,39,35,76,5.65,609
2026-05-20 09:39:35,28,20,50,6.44,416
2026-05-20 09:39:40,25,28,45,7.0,377
2026-05-20 09:39:45,64,34,67,7.17,650
2026-05-20 09:39:50,74,36,51,6.37,831
2026-05-20 09:39:55,74,39,44,5.52,536
2026-05-20 09:40:00,58,33,69,7.11,657
2026-05-20 09:40:05,77,25,67,6.78,650
2026-05-20 09:40:10,72,36,71,5.75,275
2026-05-20 09:40:15,78,38,87,7.03,908
2026-05-20 09:40:20,22,36,86,6.99,529
2026-05-20 09:40:25,66,26,41,7.37,355
2026-05-20 09:40:30,78,25,71,6.13,319
2026-05-20 09:40:35,62,36,65,5.78,385
2026-05-20 09:40:40,57,34,84,6.56,710
2026-05-20 09:40:45,80,34,48,5.91,365
2026-05-20 09:40:50,70,31,49,7.06,982
2026-05-20 09:40:55,61,26,84,6.77,907
2026-05-20 09:41:00,80,32,47,6.98,549
2026-05-20 09:41:05,24,38,87,7.4,983
2026-05-20 09:41:10,51,38,54,5.75,573
2026-05-20 09:41:15,37,35,55,6.47,699
2026-05-20 09:41:20,20,30,65,7.1,778
2026-05-20 09:41:25,41,33,43,5.62,251
2026-05-20 09:41:30,35,32,77,5.63,753
2026-05-20 09:41:35,23,36,62,6.73,832
2026-05-20 09:41:40,66,35,54,6.07,636
2026-05-20 09:41:45,40,35,46,6.3,703
2026-05-20 09:41:50,24,27,79,6.66,726
2026-05-20 09:41:55,24,28,55,6.36,685
2026-05-20 09:42:00,25,20,87,5.97,883
2026-05-20 09:42:05,65,29,59,6.11,407
2026-05-20 09:42:10,42,25,69,6.15,280
2026-05-20 09:42:15,60,27,72,6.88,482
2026-05-20 09:42:20,73,37,84,6.84,348
2026-05-20 09:42:25,69,23,73,5.76,723
2026-05-20 09:42:30,20,21,79,6.21,324
2026-05-20 09:42:35,29,24,77,5.54,234
2026-05-20 09:42:40,62,37,54,6.91,716
2026-05-20 09:42:45,72,25,78,7.2,944
2026-05-20 09:42:50,24,32,64,6.76,577
2026-05-20 09:42:55,61,35,83,7.48,660
2026-05-20 09:43:00,47,38,86,7.44,608
2026-05-20 09:43:05,67,28,49,7.12,626
2026-05-20 09:43:10,75,38,71,7.18,939
2026-05-20 09:43:15,25,37,61,6.02,901
2026-05-20 09:43:20,47,21,78,7.37,847
